Team Name,Group Name,Player Name,Position
Tunisia,F,Hazem Mastouri,FW
Tunisia,F,Elias Saad,FW
Tunisia,F,Sebastian Tounekti,FW
Belgium,G,Thibaut Courtois,GK
Belgium,G,Senne Lammens,GK
Belgium,G,Mike Penders,GK
Belgium,G,Timothy Castagne,DF
Belgium,G,Zeno Debast,DF
Belgium,G,Maxim De Cuyper,DF
Belgium,G,Koni De Winter,DF
Belgium,G,Brandon Mechele,DF
Belgium,G,Thomas Meunier,DF
Belgium,G,Nathan Ngoy,DF
Belgium,G,Joaquin Seys,DF
Belgium,G,Arthur Theate,DF
Belgium,G,Kevin De Bruyne,MF
Belgium,G,Amadou Onana,MF
Belgium,G,Nicolas Raskin,MF
Belgium,G,Youri Tielemans,MF
Belgium,G,Hans Vanaken,MF
Belgium,G,Axel Witsel,MF
Belgium,G,Charles De Ketelaere,FW
Belgium,G,Jeremy Doku,FW
Belgium,G,Matias Fernandez-Pardo,FW
Belgium,G,Romelu Lukaku,FW
Belgium,G,Dodi Lukebakio,FW
Belgium,G,Diego Moreira,FW
Belgium,G,Alexis Saelemaekers,FW
Belgium,G,Leandro Trossard,FW
Egypt,G,Mohamed El Shenawy,GK
Egypt,G,Mostafa Shobeir,GK
Egypt,G,El Mahdi Soliman,GK
Egypt,G,Mohamed Alaa,GK
Egypt,G,Mohamed Hany,DF
Egypt,G,Tarek Alaa,DF
Egypt,G,Hamdy Fathy,DF
Egypt,G,Rami Rabia,DF
Egypt,G,Yasser Ibrahim,DF
Egypt,G,Hossam Abdelmaguid,DF
Egypt,G,Mohamed Abdelmonemn,DF
Egypt,G,Ahmed Fatouh,DF
Egypt,G,Karim Hafez,DF
Egypt,G,Marwan Ateya,MF
Egypt,G,Mohanad Lasheen,MF
Egypt,G,Nabil Emad,MF
Egypt,G,Mahmoud Saber,MF
Egypt,G,Ahmed Zizo,MF
Egypt,G,Emam Ashour,MF
Egypt,G,Mostafa Ziko,MF
Egypt,G,Mahmoud Trezeguet,MF
Egypt,G,Ibrahim Adel,MF
Egypt,G,Haissem Hassan,MF
Egypt,G,Omar Marmoush,FW
Egypt,G,Mohamed Salah,FW
Egypt,G,Aqtay Abdallah,FW
Egypt,G,Hamza Abdelkarim,FW
Iran,G,Alireza Beiranvand,GK
Iran,G,Seyed Hossein Hosseini,GK
Iran,G,Payam Niazmand,GK
Iran,G,Danial Eiri,DF
Iran,G,Ehsan Hajsafi,DF
Iran,G,Saleh Hardani,DF
Iran,G,Hossein Kanaani,DF
Iran,G,Shoja Khalilzadeh,DF
Iran,G,Milad Mohammadi,DF
Iran,G,Ali Nemati,DF
Iran,G,Ramin Rezaeian,DF
Iran,G,Rouzbeh Cheshmi,MF
Iran,G,Saeid Ezatolahi,MF
Iran,G,Mehdi Ghaedi,MF
Iran,G,Saman Ghoddos,MF
Iran,G,Mohammad Ghorbani,MF
Iran,G,Alireza Jahanbakhsh,MF
Iran,G,Mohammad Mohebi,MF
Iran,G,Amir Mohammad Razzaghinia,MF
Iran,G,Mehdi Torabi,MF
Iran,G,Aria Yousefi,MF
Iran,G,Ali Alipour,FW
Iran,G,Dennis Dargahi,FW
Iran,G,Amirhossein Hosseinzadeh,FW
Iran,G,Mehdi Taremi,FW
Iran,G,Shahriar Moghanlou,FW
New Zealand,G,Max Crocombe,GK
New Zealand,G,Alex Paulsen,GK
New Zealand,G,Michael Woud,GK
New Zealand,G,Tim Payne,DF
New Zealand,G,Francis De Vries,DF
New Zealand,G,Tyler Bindon,DF
New Zealand,G,Michael Boxall,DF
New Zealand,G,Liberato Cacace,DF
New Zealand,G,Nando Pijnaker,DF
New Zealand,G,Finn Surman,DF
New Zealand,G,Callan Elliot,DF
New Zealand,G,Tommy Smith,DF
New Zealand,G,Joe Bell,MF
New Zealand,G,Matt Garbett,MF
New Zealand,G,Marko Stamenic,MF
New Zealand,G,Sarpreet Singh,MF
New Zealand,G,Alex Rufer,MF
New Zealand,G,Ryan Thomas,MF
New Zealand,G,Chris Wood,FW
New Zealand,G,Eli Just,FW
New Zealand,G,Kosta Barbarouses,FW
New Zealand,G,Ben Waine,FW
New Zealand,G,Ben Old,FW
New Zealand,G,Callum McCowatt,FW
New Zealand,G,Jesse Randall,FW
New Zealand,G,Lachlan Bayliss,FW
Spain,H,Unai Simon,GK
Spain,H,David Raya,GK
Spain,H,Joan Garcia,GK
Spain,H,Aymeric Laporte,DF
Spain,H,Marc Cucurella,DF
Spain,H,Marcos Llorente,DF
Spain,H,Eric Garcia,DF
Spain,H,Pedro Porro,DF
Spain,H,Alex Grimaldo,DF
Spain,H,Pau Cubarsi,DF
Spain,H,Marc Pubill,DF
Spain,H,Rodri,MF
Spain,H,Fabian Ruiz,MF
Spain,H,Mikel Merino,MF
Spain,H,Pedri,MF
Spain,H,Gavi,MF
Spain,H,Martin Zubimendi,MF
Spain,H,Alex Baena,MF
Spain,H,Ferran Torres,FW
Spain,H,Mikel Oyarzabal,FW
Spain,H,Dani Olmo,FW
Spain,H,Nico Williams,FW
Spain,H,Lamine Yamal,FW
Spain,H,Yeremy Pino,FW
Spain,H,Borja Iglesias,FW
Spain,H,Victor Munoz,FW
Cape Verde,H,Vozinha,GK
Cape Verde,H,Marcio Rosa,GK
Cape Verde,H,CJ dos Santos,GK
Cape Verde,H,Stopira,DF
Cape Verde,H,Roberto Lopes,DF
Cape Verde,H,Joao Paulo,DF
Cape Verde,H,Diney,DF
Cape Verde,H,Logan Costa,DF
Cape Verde,H,Steven Moreira,DF
Cape Verde,H,Wagner Pina,DF
Cape Verde,H,Sidny Lopes Cabral,DF
Cape Verde,H,Kelvin Pires,DF
Cape Verde,H,Jamiro Monteiro,MF
Cape Verde,H,Kevin Pina,MF
Cape Verde,H,Deroy Duarte,MF
Cape Verde,H,Telmo Arcanjo,MF
Cape Verde,H,Laros Duarte,MF
Cape Verde,H,Yannick Semedo,MF
Cape Verde,H,Ryan Mendes,FW
Cape Verde,H,Garry Rodrigues,FW
Cape Verde,H,Willy Semedo,FW
Cape Verde,H,Jovane Cabral,FW
Cape Verde,H,Gilson Tavares,FW
Cape Verde,H,Dailon Livramento,FW
Cape Verde,H,Helio Varela,FW
Cape Verde,H,Nuno da Costa,FW
Saudi Arabia,H,Mohammed Al Owais,GK
Saudi Arabia,H,Nawaf Al Aqidi,GK
Saudi Arabia,H,Ahmed Al Kassar,GK
Saudi Arabia,H,Abdulelah Al Amri,DF
Saudi Arabia,H,Hassan Tambakti,DF
Saudi Arabia,H,Jehad Thikri,DF
Saudi Arabia,H,Ali Lajami,DF
Saudi Arabia,H,Hassan Kadesh,DF
Saudi Arabia,H,Saud Abdulhamid,DF
Saudi Arabia,H,Mohammed Abu Al Shamat,DF
Saudi Arabia,H,Ali Majrashi,DF
Saudi Arabia,H,Moteb Al Harbi,DF
Saudi Arabia,H,Nawaf Boushal,DF
Saudi Arabia,H,Sultan Al-Ghannam,DF
Saudi Arabia,H,Mohammed Kanno,MF
Saudi Arabia,H,Abdullah Al Khaibari,MF
Saudi Arabia,H,Ziyad Al Johani,MF
Saudi Arabia,H,Nasser Al Dawsari,MF
Saudi Arabia,H,Musab Al Juwayr,MF
Saudi Arabia,H,Alaa Al Hajji,MF
Saudi Arabia,H,Salem Al Dawsari,MF
Saudi Arabia,H,Khalid Al Ghannam,MF
Saudi Arabia,H,Ayman Yahya,MF
Saudi Arabia,H,Firas Al Buraikan,FW
Saudi Arabia,H,Saleh Al Shehri,FW
Saudi Arabia,H,Abdullah Al Hamdan,FW
Uruguay,H,Sergio Rochet,GK
Uruguay,H,Fernando Muslera,GK
Uruguay,H,Santiago Mele,GK
Uruguay,H,Guillermo Varela,DF
Uruguay,H,Ronald Araujo,DF
Uruguay,H,Jose Maria Gimenez,DF
Uruguay,H,Santiago Bueno,DF
Uruguay,H,Sebastian Caceres,DF
Uruguay,H,Mathias Olivera,DF
Uruguay,H,Joaquin Piquerez,DF
Uruguay,H,Matias Vina,DF
Uruguay,H,Juan Manuel Sanabria,DF
Uruguay,H,Manuel Ugarte,MF
Uruguay,H,Emiliano Martinez,MF
Uruguay,H,Rodrigo Bentancur,MF
Uruguay,H,Federico Valverde,MF
Uruguay,H,Agustin Canobbio,MF
Uruguay,H,Giorgian de Arrascaeta,MF
Uruguay,H,Nicolas de la Cruz,MF
Uruguay,H,Facundo Pellistri,MF
Uruguay,H,Rodrigo Zalazar,MF
Uruguay,H,Maxi Araujo,MF
Uruguay,H,Brian Rodriguez,MF
Uruguay,H,Rodrigo Aguirre,FW
Uruguay,H,Federico Vinas,FW
Uruguay,H,Darwin Nunez,FW
France,I,Mike Maignan,GK
France,I,Robin Risser,GK
France,I,Brice Samba,GK
France,I,Lucas Digne,DF
France,I,Malo Gusto,DF
France,I,Lucas Hernandez,DF
France,I,Theo Hernandez,DF
France,I,Ibrahima Konate,DF
France,I,Jules Kounde,DF
France,I,Maxence Lacroix,DF
France,I,William Saliba,DF
France,I,Dayot Upamecano,DF
France,I,N'Golo Kante,MF
France,I,Manu Kone,MF
France,I,Adrien Rabiot,MF
France,I,Aurelien Tchouameni,MF
France,I,Warren Zaire-Emery,MF
France,I,Maghnes Akliouche,FW
France,I,Bradley Barcola,FW
France,I,Rayan Cherki,FW
France,I,Ousmane Dembele,FW
France,I,Desire Doue,FW
France,I,Jean-Philippe Mateta,FW
France,I,Kylian Mbappe,FW
France,I,Michael Olise,FW
France,I,Marcus Thuram,FW
Senegal,I,Edouard Mendy,GK
Senegal,I,Mory Diaw,GK
Senegal,I,Yehvann Diouf,GK
Senegal,I,Krepin Diatta,DF
Senegal,I,Antoine Mendy,DF
Senegal,I,Kalidou Koulibaly,DF
Senegal,I,El Hadji Malick Diouf,DF
Senegal,I,Mamadou Sarr,DF
Senegal,I,Moussa Niakhate,DF
Senegal,I,Moustapha Mbow,DF
Senegal,I,Abdoulaye Seck,DF
Senegal,I,Ismail Jakobs,DF
Senegal,I,Ilay Camara,DF
Senegal,I,Idrissa Gana Gueye,MF
Senegal,I,Pape Gueye,MF
Senegal,I,Lamine Camara,MF
Senegal,I,Habib Diarra,MF
Senegal,I,Pathe Ciss,MF
Senegal,I,Pape Matar Sarr,MF
Senegal,I,Bara Sapoko Ndiaye,MF
Senegal,I,Sadio Mane,FW
Senegal,I,Ismaila Sarr,FW
Senegal,I,Iliman Ndiaye,FW
Senegal,I,Assane Diao,FW
Senegal,I,Ibrahim Mbaye,FW
Senegal,I,Nicolas Jackson,FW
Senegal,I,Bamba Dieng,FW
Senegal,I,Cherif Ndiaye,FW
Iraq,I,Fahad Talib,GK
Iraq,I,Jalal Hassan,GK
Iraq,I,Ahmed Basil,GK
Iraq,I,Hussein Ali,DF
Iraq,I,Manaf Younis,DF
Iraq,I,Ahmed Yahya,DF
Iraq,I,Mustafa Saadoon,DF
Iraq,I,Zaid Tahseen,DF
Iraq,I,Rebin Sulaka,DF
Iraq,I,Akam Hashim,DF
Iraq,I,Merchas Doski,DF
Iraq,I,Zaid Ismail,DF
Iraq,I,Frans Putros,DF
Iraq,I,Amir Al-Ammari,MF
Iraq,I,Kevin Yakob,MF
Iraq,I,Zidane Iqbal,MF
Iraq,I,Aimar Sher,MF
Iraq,I,Ibrahim Bayesh,MF
Iraq,I,Ahmed Qasem,MF
Iraq,I,Youssef Amyn,MF
Iraq,I,Marko Farji,MF
Iraq,I,Ali Jassim,FW
Iraq,I,Ali Al-Hamadi,FW
Iraq,I,Ali Yousef,FW
Iraq,I,Aymen Hussein,FW
Iraq,I,Mohanad Ali,FW
Norway,I,Orjan Haskjold Nyland,GK
Norway,I,Egil Selvik,GK
Norway,I,Sander Tangvik,GK
Norway,I,Julian Ryerson,DF
Norway,I,Marcus Holmgren Pedersen,DF
Norway,I,David Moller Wolfe,DF
Norway,I,Fredrik Bjorkan,DF
Norway,I,Kristoffer Ajer,DF
Norway,I,Torbjorn Heggem,DF
Norway,I,Leo Skiri Ostigard,DF
Norway,I,Sondre Langas,DF
Norway,I,Henrik Falchener,DF
Norway,I,Martin Odegaard,MF
Norway,I,Sander Berge,MF
Norway,I,Fredrik Aursnes,MF
Norway,I,Patrick Berg,MF
Norway,I,Kristian Thorstvedt,MF
Norway,I,Morten Thorsby,MF
Norway,I,Thelo Aasgaard,MF
Norway,I,Erling Haaland,FW
Norway,I,Alexander Sorloth,FW
Norway,I,Jorgen Strand Larsen,FW
Norway,I,Antonio Nusa,FW
Norway,I,Oscar Bobb,FW
Norway,I,Andreas Schjelderup,FW
Norway,I,Jens Petter Hauge,FW
Argentina,J,Emiliano Martinez,GK
Argentina,J,Juan Musso,GK
Argentina,J,Geronimo Rulli,GK
Argentina,J,Leonardo Balerdi,DF
Argentina,J,Lisandro Martínez,DF
Argentina,J,Facundo Medina,DF
Argentina,J,Nahuel Molina,DF
Argentina,J,Gonzalo Montiel,DF
Argentina,J,Nicolas Otamendi,DF
Argentina,J,Cristian Romero,DF
Argentina,J,Nicolas Tagliafico,DF
Argentina,J,Valentín Barco,MF
Argentina,J,Rodrigo De Paul,MF
Argentina,J,Enzo Fernandez,MF
Argentina,J,Giovani Lo Celso,MF
Argentina,J,Alexis Mac Allister,MF
Argentina,J,Exequiel Palacios,MF
Argentina,J,Leandro Paredes,MF
Argentina,J,Thiago Almada,FW
Argentina,J,Julian Alvarez,FW
Argentina,J,Nicolas Gonzalez,FW
Argentina,J,Jose Manuel Lopez,FW
Argentina,J,Lautaro Martínez,FW
Argentina,J,Lionel Messi,FW
Argentina,J,Nicolas Paz,FW
Argentina,J,Giuliano Simeone,FW
Algeria,J,Luca Zidane,GK
Algeria,J,Oussama Benbot,GK
Algeria,J,Melvin Mastil,GK
Algeria,J,Aissa Mandi,DF
Algeria,J,Ramy Bensebaini,DF
Algeria,J,Mohamed Amine Tougai,DF
Algeria,J,Rayan Ait-Nouri,DF
Algeria,J,Jaouen Hadjam,DF
Algeria,J,Rafik Belghali,DF
Algeria,J,Zineddine Belaid,DF
Algeria,J,Achref Abada,DF
Algeria,J,Samir Chergui,DF
Algeria,J,Nabil Bentaleb,MF
Algeria,J,Ramiz Zerrouki,MF
Algeria,J,Hicham Boudaoui,MF
Algeria,J,Fares Chaibi,MF
Algeria,J,Houssem Aouar,MF
Algeria,J,Ibrahim Maza,MF
Algeria,J,Yacine Titraoui,MF
Algeria,J,Riyad Mahrez,FW
Algeria,J,Mohamed Amoura,FW
Algeria,J,Amine Gouiri,FW
Algeria,J,Anis Hadj Moussa,FW
Algeria,J,Adil Boulbina,FW
Algeria,J,Nadhir Benbouali,FW
Algeria,J,Fares Ghedjemis,FW
Austria,J,Alexander Schlager,GK
Austria,J,Florian Wiegele,GK
Austria,J,Patrick Pentz,GK
Austria,J,David Affengruber,DF
Austria,J,Kevin Danso,DF
Austria,J,Stefan Posch,DF
Austria,J,David Alaba,DF
Austria,J,Philipp Lienhart,DF
Austria,J,Phillipp Mwene,DF
Austria,J,Alexander Prass,DF
Austria,J,Marco Friedl,DF
Austria,J,Michael Svoboda,DF
Austria,J,Xaver Schlager,MF
Austria,J,Nicolas Seiwald,MF
Austria,J,Marcel Sabitzer,MF
Austria,J,Florian Grillitsch,MF
Austria,J,Carney Chukwuemeka,MF
Austria,J,Romano Schmid,MF
Austria,J,Konrad Laimer,MF
Austria,J,Patrick Wimmer,MF
Austria,J,Paul Wanner,MF
Austria,J,Alessandro Schopf,MF
Austria,J,Marko Arnautovic,FW
Austria,J,Michael Gregoritsch,FW
Austria,J,Sasa Kalajdzic,FW
Jordan,J,Yazeed Abulaila,GK
Jordan,J,Abdallah Al-Fakhouri,GK
Jordan,J,Nour Bani Attiah,GK
Jordan,J,Ihsan Haddad,DF
Jordan,J,Yazan Al-Arab,DF
Jordan,J,Abdallah Nasib,DF
Jordan,J,Mohammad Abu Hashish,DF
Jordan,J,Saed Al-Rosan,DF
Jordan,J,Husam Abu Dahab,DF
Jordan,J,Mo Abualnadi,DF
Jordan,J,Salim Obaid,DF
Jordan,J,Anas Badawi,DF
Jordan,J,Rajaei Ayed,MF
Jordan,J,Noor Al-Rawabdeh,MF
Jordan,J,Ibrahim Sadeh,MF
Jordan,J,Nizar Al-Rashdan,MF
Jordan,J,Mohannad Abu Taha,MF
Jordan,J,Amer Jamous,MF
Jordan,J,Mohammad Al-Dawoud,MF
Jordan,J,Musa Al-Taamari,FW
Jordan,J,Mahmoud Al-Mardi,FW
Jordan,J,Ali Olwan,FW
Jordan,J,Mohammad Abu Zrayq,FW
Jordan,J,Odeh Al-Fakhouri,FW
Jordan,J,Ibrahim Sabra,FW
Jordan,J,Ali Azaizeh,FW
Portugal,K,Diogo Costa,GK
Portugal,K,Jose Sa,GK
Portugal,K,Rui Silva,GK
Portugal,K,Ricardo Velho,GK
Portugal,K,Diogo Dalot,DF
Portugal,K,Matheus Nunes,DF
Portugal,K,Nélson Semedo,DF
Portugal,K,Joao Cancelo,DF
Portugal,K,Nuno Mendes,DF
Portugal,K,Goncalo Inacio,DF
Portugal,K,Renato Veiga,DF
Portugal,K,Ruben Dias,DF
Portugal,K,Tomas Araujo,DF
Portugal,K,Ruben Neves,MF
Portugal,K,Samuel Costa,MF
Portugal,K,Joao Neves,MF
Portugal,K,Vitinha,MF
Portugal,K,Bruno Fernandes,MF
Portugal,K,Bernardo Silva,MF
Portugal,K,Joao Felix,FW
Portugal,K,Francisco Trincao,FW
Portugal,K,Francisco Conceicao,FW
Portugal,K,Pedro Neto,FW
Portugal,K,Rafael Leao,FW
Portugal,K,Goncalo Guedes,FW
Portugal,K,Goncalo Ramos,FW
Portugal,K,Cristiano Ronaldo,FW
DR Congo,K,Matthieu Epolo,GK
DR Congo,K,Timothy Fayulu,GK
DR Congo,K,Lionel Mpasi,GK
DR Congo,K,Dylan Batubinsika,DF
DR Congo,K,Rocky Bushiri,DF
DR Congo,K,Gedeon Kalulu,DF
DR Congo,K,Steve Kapuadi,DF
DR Congo,K,Joris Kayembe,DF
DR Congo,K,Arthur Masuaku,DF
DR Congo,K,Chancel Mbemba,DF
DR Congo,K,Axel Tuanzebe,DF
DR Congo,K,Aaron Wan-Bissaka,DF
DR Congo,K,Theo Bongonda,MF
DR Congo,K,Brian Cipenga,MF
DR Congo,K,Meshack Elia,MF
DR Congo,K,Gael Kakuta,MF
DR Congo,K,Edo Kayembe,MF
DR Congo,K,Nathanael Mbuku,MF
DR Congo,K,Samuel Moutoussamy,MF
DR Congo,K,Ngal'ayel Mukau,MF
DR Congo,K,Charles Pickel,MF
DR Congo,K,Noah Sadiki,MF
DR Congo,K,Cedric Bakambu,FW
DR Congo,K,Simon Banza,FW
DR Congo,K,Fiston Mayele,FW
DR Congo,K,Yoane Wissa,FW
Uzbekistan,K,Utkir Yusupov,GK
Uzbekistan,K,Abduvohid Nematov,GK
Uzbekistan,K,Botirali Ergashev,GK
Uzbekistan,K,Rustam Ashurmatov,DF
Uzbekistan,K,Farrukh Sayfiev,DF
Uzbekistan,K,Khojiakbar Alijonov,DF
Uzbekistan,K,Sherzod Nasrullaev,DF
Uzbekistan,K,Umar Eshmurodov,DF
Uzbekistan,K,Abdukodir Khusanov,DF
Uzbekistan,K,Abdulla Abdullaev,DF
Uzbekistan,K,Bekhruz Karimov,DF
Uzbekistan,K,Jakhongir Urozov,DF
Uzbekistan,K,Avazbek Ulmasaliev,DF
Uzbekistan,K,Otabek Shukurov,MF
Uzbekistan,K,Jaloliddin Masharipov,MF
Uzbekistan,K,Odiljon Hamrobekov,MF
Uzbekistan,K,Oston Urunov,MF
Uzbekistan,K,Jamshid Iskanderov,MF
Uzbekistan,K,Dostonbek Khamdamov,MF
Uzbekistan,K,Abbosbek Fayzullaev,MF
Uzbekistan,K,Akmal Mozgovoy,MF
Uzbekistan,K,Azizjon Ganiev,MF
Uzbekistan,K,Sherzod Esanov,MF
Uzbekistan,K,Eldor Shomurodov,FW
Uzbekistan,K,Igor Sergeev,FW
Uzbekistan,K,Azizbek Amonov,FW
Colombia,K,Camilo Vargas,GK
Colombia,K,Alvaro Montero,GK
Colombia,K,David Ospina,GK
Colombia,K,Davinson Sanchez,DF
Colombia,K,Jhon Lucumi,DF
Colombia,K,Yerry Mina,DF
Colombia,K,Willer Ditta,DF
Colombia,K,Daniel Munoz,DF
Colombia,K,Santiago Arias,DF
Colombia,K,Johan Mojica,DF
Colombia,K,Deiver Machado,DF
Colombia,K,Richard Rios,MF
Colombia,K,Jefferson Lerma,MF
Colombia,K,Kevin Castano,MF
Colombia,K,Juan Camilo Portilla,MF
Colombia,K,Gustavo Puerta,MF
Colombia,K,Jhon Arias,MF
Colombia,K,Jorge Carrascal,MF
Colombia,K,Juan Fernando Quintero,MF
Colombia,K,James Rodriguez,MF
Colombia,K,Jaminton Campaz,MF
Colombia,K,Juan Camilo Hernandez,FW
Colombia,K,Luis Diaz,FW
Colombia,K,Luis Suarez,FW
Colombia,K,Carlos Andres Gomez,FW
Colombia,K,Jhon Cordoba,FW
England,L,Jordan Pickford,GK
England,L,Dean Henderson,GK
England,L,James Trafford,GK
England,L,Reece James,DF
England,L,Ezri Konsa,DF
England,L,Jarell Quansah,DF
England,L,John Stones,DF
England,L,Marc Guehi,DF
England,L,Dan Burn,DF
England,L,Nico O'Reilly,DF
England,L,Djed Spence,DF
England,L,Tino Livramento,DF
England,L,Declan Rice,MF
England,L,Elliot Anderson,MF
England,L,Kobbie Mainoo,MF
England,L,Jordan Henderson,MF
England,L,Morgan Rogers,MF
England,L,Jude Bellingham,MF
England,L,Eberechi Eze,MF
England,L,Harry Kane,FW
England,L,Ivan Toney,FW
England,L,Ollie Watkins,FW
England,L,Bukayo Saka,FW
England,L,Marcus Rashford,FW
England,L,Anthony Gordon,FW
England,L,Noni Madueke,FW
Croatia,L,Dominik Livakovic,GK
Croatia,L,Dominik Kotarski,GK
Croatia,L,Ivor Pandur,GK
Croatia,L,Josko Gvardiol,DF
Croatia,L,Duje Caleta-Car,DF
Croatia,L,Josip Sutalo,DF
Croatia,L,Josip Stanisic,DF
Croatia,L,Marin Pongracic,DF
Croatia,L,Martin Erlic,DF
Croatia,L,Luka Vuskovic,DF
Croatia,L,Luka Modric,MF
Croatia,L,Mateo Kovacic,MF
Croatia,L,Mario Pasalic,MF
Croatia,L,Nikola Vlasic,MF
Croatia,L,Luka Sucic,MF
Croatia,L,Martin Baturina,MF
Croatia,L,Kristijan Jakic,MF
Croatia,L,Petar Sucic,MF
Croatia,L,Nikola Moro,MF
Croatia,L,Toni Fruk,MF
Croatia,L,Ivan Perisic,FW
Croatia,L,Andrej Kramaric,FW
Croatia,L,Ante Budimir,FW
Croatia,L,Marco Pasalic,FW
Croatia,L,Petar Musa,FW
Croatia,L,Igor Matanovic,FW
Ghana,L,Benjamin Asare,GK
Ghana,L,Lawrence Ati-Zigi,GK
Ghana,L,Joseph Anang,GK
Ghana,L,Baba Abdul Rahman,DF
Ghana,L,Gideon Mensah,DF
Ghana,L,Marvin Senaya,DF
Ghana,L,Alidu Seidu,DF
Ghana,L,Abdul Mumin,DF
Ghana,L,Jerome Opoku,DF
Ghana,L,Jonas Adjetey,DF
Ghana,L,Kojo Oppong Peprah,DF
Ghana,L,Elisha Owusu,DF
Ghana,L,Derrick Luckassen,DF
Ghana,L,Thomas Partey,MF
Ghana,L,Kwasi Sibo,MF
Ghana,L,Augustine Boakye,MF
Ghana,L,Caleb Yirenkyi,MF
Ghana,L,Abdul Fatawu Issahaku,MF
Ghana,L,Kamaldeen Sulemana,FW
Ghana,L,Christopher Bonsu Baah,FW
Ghana,L,Ernest Nuamah,FW
Ghana,L,Antoine Semenyo,FW
Ghana,L,Brandon Thomas-Asante,FW
Ghana,L,Prince Kwabena Adu,FW
Ghana,L,Inaki Williams,FW
Ghana,L,Jordan Ayew,FW
Panama,L,Luis Mejia,GK
Panama,L,Orlando Mosquera,GK
Panama,L,Cesar Samudio,GK
Panama,L,Eric Davis,DF
Panama,L,Fidel Escobar,DF
Panama,L,Michael Amir Murillo,DF
Panama,L,Roderick Miller,DF
Panama,L,Andres Andrade,DF
Panama,L,Cesar Blackman,DF
Panama,L,Jose Cordoba,DF
Panama,L,Jiovany Ramos,DF
Panama,L,Jorge Gutierrez,DF
Panama,L,Edgardo Farina,DF
Panama,L,Anibal Godoy,MF
Panama,L,Alberto Quintero,MF
Panama,L,Yoel Barcenas,MF
Panama,L,Adalberto Carrasquilla,MF
Panama,L,Jose Luis Rodriguez,MF
Panama,L,Cristian Martinez,MF
Panama,L,Cesar Yanis,MF
Panama,L,Carlos Harvey,MF
Panama,L,Azarias Londono,MF
Panama,L,Jose Fajardo,FW
Panama,L,Ismael Diaz,FW
Panama,L,Cecilio Waterman,FW
Panama,L,Tomas Rodriguez,FW
